BeerName,BreweryName,BreweryRegion,BeerStyle,BeerStyleRank,BeerABV,BeerScore,BeerScoreRank,BeerAvg,BeerReviews,BeerRating,BeerWants,BeerGots,BeerNotes
Mystic Krewe,The Perch Pub & Brewery,"Arizona, United States",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,0.0,0,0,0,0,None
El Oro,Casa Humilde Cervecería Artesanal,"Illinois, United States",Belgian Blonde Ale,Not Given,4.7,Not Given,Not Given,3.78,1,0,0,0,None
Loteling Blonde,Brouwerij Huyghe,Belgium,Belgian Blonde Ale,Not Given,7.6,Not Given,Not Given,2.75,0,1,0,0,None
Blonde,L'Annexe,Belgium,Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.84,0,1,0,0,None
Queen Bee,Brouwerij Hoop,Netherlands,Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,3.0,0,1,0,0,None
Bella Marigosa,Birrificio Artigianale - Beermania Brew,Italy,Belgian Blonde Ale,Not Given,4.5,Not Given,Not Given,4.0,0,1,0,0,None
Joehoe,Bird Brewery,Netherlands,Belgian Blonde Ale,Not Given,5.6,Not Given,Not Given,0.0,0,0,0,0,None
Angry Pony,The Craft of Brewing,"Virginia, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,3.69,0,2,0,0,None
L'Ornoise,Brasserie De l'Orne,Belgium,Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,0.0,0,0,0,0,None
Trade Secrets,Crane Brewing Company,"Missouri, United States",Belgian Blonde Ale,Not Given,9.5,Not Given,Not Given,3.78,0,1,0,0,None
Belgian Gold,Carolina Brewery,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,4.25,0,1,0,0,None
Belgian White,Montauk Brewing Company,"New York, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.75,0,1,0,0,None
Hete Klinke,Fort Lapin,Belgium,Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,3.29,0,1,0,0,None
Fixie,Boom Island Brewing Company,"Minnesota, United States",Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,3.67,1,1,0,0,None
WUK Vier°,De Brouwmoaten,Belgium,Belgian Blonde Ale,Not Given,4.4,Not Given,Not Given,3.78,0,1,0,0,None
Fiona La Blond,Quarter Celtic Brewpub,"New Mexico, United States",Belgian Blonde Ale,Not Given,7.75,Not Given,Not Given,0.0,0,0,0,0,None
Mill Pond Blonde,Sunshine Brewing Company,"Wisconsin, United States",Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,0.0,0,0,0,0,None
Belgian Golden,Great Burn Brewing,"Montana, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,0.0,0,0,0,0,None
Uitwaaien,Lost Friend Brewing Company,"Colorado, United States",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.76,0,1,0,0,None
Birdwalker Blonde,Stormcloud Brewing Company,"Michigan, United States",Belgian Blonde Ale,41,5.2,86,20849,3.74,5,7,0,5,Our traditional Belgian Blonde. Light bodied and lightly hopped. Light fruity esters from our house Belgian yeast.18 IBU
High Contrast,Torn Label Brewing Co.,"Missouri, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.81,1,2,0,0,None
Maredsous 6 - Blonde,Brouwerij Duvel Moortgat NV,Belgium,Belgian Blonde Ale,24,6.5,87,18793,3.85,226,373,31,132,None
Sticky Bricks,Smartmouth Brewing Company,"Virginia, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,4.25,0,1,0,0,None
Farmhouse 4,Roughhouse Brewing,"Texas, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,3.79,0,4,0,0,None
Gouwe Ouwe IJsbeer,Bierbrouwerij De Blauwe IJsbeer,Netherlands,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.25,0,1,0,0,None
D'atour Royal Blond,Brasserie Champigneulles (TCB Beverages),France,Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.3,0,2,0,0,None
Hammer Of Light,Selfmade Brewery,Russian Federation,Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,3.77,0,1,0,0,None
Tre Fontane Scala Coeli,Abbazia delle Tre Fontane,Italy,Belgian Blonde Ale,Not Given,6.7,Not Given,Not Given,3.73,2,7,0,0,None
Abby Blonde,Thirsty Monk Denver,"Colorado, United States",Belgian Blonde Ale,Not Given,7.3,Not Given,Not Given,3.0,0,1,0,0,None
Lunation,Windy Brew,"New York, United States",Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,3.77,0,1,0,0,None
Biere d'Hiver,Brasserie La Débauche,France,Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.86,1,0,0,0,None
Imperial Belgian Blonde,Braurei Kloster Fischingen AG,Switzerland,Belgian Blonde Ale,Not Given,14.9,Not Given,Not Given,4.0,1,0,0,0,None
Antiek Super 5 Blonde,Brouwerij Deca Services NV,Belgium,Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,3.82,3,5,0,0,None
Blood Orange Blonde Ale,Great Crescent Brewery,"Indiana, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.77,1,0,0,0,None
Old Detroit Bottoms Up Blond Ale,Frankenmuth Brewery,"Michigan, United States",Belgian Blonde Ale,Not Given,4.8,Not Given,Not Given,3.66,1,2,0,1,None
Table Beer,Garvies Point Craft Brewery,"New York, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,4.07,0,1,0,0,None
Clément,Brouwerij De Ryck,Belgium,Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.43,0,2,0,0,None
Ode,Night Shift Brewing,"Massachusetts, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.99,0,1,0,0,None
Table Terroir,Area Two Experimental Brewing,"Connecticut, United States",Belgian Blonde Ale,Not Given,3.7,Not Given,Not Given,3.81,1,2,0,0,None
Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Brasserie Val De Sambre,Belgium,Belgian Blonde Ale,66,6.0,81,27567,3.49,22,16,1,6,None
Blonde,The 3 Brewers,"Ontario, Canada",Belgian Blonde Ale,77,5.2,77,29321,3.18,9,19,0,2,"Refreshing and flavourful, this thirst-quencher offers subtle fruit notes.24 IBU"
Lunatic Blonde,Wicked Weed Brewing,"North Carolina, United States",Belgian Blonde Ale,21,6.5,87,17765,3.87,41,159,3,63,"This ale is made with Belgian noble hops and our Belgian yeast. This combination imparts a wonderfully complex, spicy, clove aroma and subtle dried apricot and biscuit-like flavor. This golden ale is a wonderful entry-level Belgian beer for anyone unsure of Belgian styles.Some believe it moonstruck madness to craft Old World ales for modern palettes constantly clamoring for the extremes of ""Hoppy"" or ""Sour."" While our love for those extremitites is strong, we believe that subtlety, balance, and simplicity in beer are sacred necessities. It is precisely this kind of lunacy that keeps the craft world sane. It takes all kinds to make a world."
Connect the Dots,Hoptimystic Brewery,"New Hampshire, United States",Belgian Blonde Ale,Not Given,6.4,Not Given,Not Given,4.16,1,0,0,0, None
Single Fermented Belgian Golden Ale,Brouwerij Duvel Moortgat NV,Belgium,Belgian Blonde Ale,12,6.8,88,15681,3.91,230,346,27,67,"Nearly 150 years of brewing experience, tradition and innovation come together to create this exceptional golden ale. Brewed in Belgium with two-row summer malts and noble hops, then dry hopped with Citra, Duvel Single Fermented is crisp, beautifully balanced and remarkably refreshing."
Blackberry Becky,Pondaseta Brewing Company,"Texas, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Victory - CLT Brew'd Slow Breeze,Brewers At 4001 Yancey,"North Carolina, United States",Belgian Blonde Ale,Not Given,4.0,Not Given,Not Given,3.93,0,1,0,0,Slow Breeze is the cool relief you need after a summer day baking in the summer sun.
Belgian Blonde - Chardonnay Barrel Aged,Pirate Life Brewing,Australia,Belgian Blonde Ale,Not Given,7.8,Not Given,Not Given,3.89,0,1,0,0,None
Uncle Kimmy,Cacapon Mountain Brewing Company,"West Virginia, United States",Belgian Blonde Ale,Not Given,4.5,Not Given,Not Given,0.0,0,0,0,0,None
Petit Ami,Surly Brewing Company,"Minnesota, United States",Belgian Blonde Ale,Not Given,4.5,Not Given,Not Given,0.0,0,0,0,0,None
Daisyworld,TaleSpinner Brewery,"New Hampshire, United States",Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,3.92,0,2,0,0,None
Pilot Batch #68: Belgian Blonde,Island City Brewing Company,"Minnesota, United States",Belgian Blonde Ale,Not Given,7.9,Not Given,Not Given,3.99,1,0,0,0,None
Queue De Charrue Blonde,Brasserie Du Bocq,Belgium,Belgian Blonde Ale,Not Given,6.6,Not Given,Not Given,3.02,2,0,0,0,None
Blonde Sabbath,Salmon River Brewery,"Idaho, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
Fieldmouse’s Farewell,The Brewery of St Mars of the Desert,"England, United Kingdom",Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,4.02,0,1,0,0,None
Out of Office,Common Corners Brewing,"California, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,0.0,0,0,0,0,None
Kokmuiža Baltais Mūks,Valmiermuiža Alus,Latvia,Belgian Blonde Ale,Not Given,6.7,Not Given,Not Given,3.94,0,1,0,0,None
Mulhacén Ecológica (Belgian Pale Ale),Cervezas Mulhacén,Spain,Belgian Blonde Ale,Not Given,6.1,Not Given,Not Given,2.75,1,0,0,0,None
Rats In The Cellar,Evergreen Farm Brewing,"Illinois, United States",Belgian Blonde Ale,Not Given,6.7,Not Given,Not Given,0.0,0,0,0,0,"We're pulling out the Rats In The Cellar! No that doesn't mean this is our subpar brew. On the contrary, the name was reserved for a special beer being named after a story about my great grandfather who used to brew beer on the farm close to 100 years ago (no actual rats involved). It is well rounded with a grainy-sweet malt character, earthy, spicy hop nose and just the right amount of orange spice flavor throughout each drink."
Flippertje,Brouwerij De Stoefers,Belgium,Belgian Blonde Ale,Not Given,7.5,Not Given,Not Given,3.52,0,1,0,0,None
Parasol,Bobcaygeon Brewing Company,"Ontario, Canada",Belgian Blonde Ale,Not Given,5.6,Not Given,Not Given,3.5,1,0,0,0,None
Steenbrugge Blond,Brouwerij Palm NV,Belgium,Belgian Blonde Ale,52,6.5,83,26071,3.62,33,40,4,8,None
Moon Goddess,Mountain Rambler Brewery,"California, United States",Belgian Blonde Ale,Not Given,6.8,Not Given,Not Given,3.97,0,1,0,0, None
Idaho Flow,HOMES Brewery,"Michigan, United States",Belgian Blonde Ale,Not Given,4.6,Not Given,Not Given,3.79,2,5,0,0,None
MaestrAle,Birra Dell'Elba Brew Pub,Italy,Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.5,0,1,0,0,None
Santé Maris Otter,Brouwerij Van Viven,Belgium,Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,0.0,0,0,0,0,None
Sterk Blond Fresh Hop Blend 2020,Gebroeders Roodbaard,Netherlands,Belgian Blonde Ale,Not Given,7.5,Not Given,Not Given,3.0,0,1,0,0,None
Ded Eye Don,Flat River Brewing Co.,"Michigan, United States",Belgian Blonde Ale,Not Given,0.0,Not Given,Not Given,0.0,0,0,0,0,Belgian Blonde named after our very own Don!
Blood Mountain Orange Blond Ale,Cartecay River Brewing Company,"Georgia, United States",Belgian Blonde Ale,Not Given,4.1,Not Given,Not Given,4.15,1,0,0,0,None
Belgian Ale,Beira Alva,Portugal,Belgian Blonde Ale,Not Given,5.6,Not Given,Not Given,2.43,0,1,0,0,None
Bink Blond,Brouwerij Kerkom,Belgium,Belgian Blonde Ale,34,5.5,85,21300,3.79,92,56,10,12,None
Mellow Mood,Liquid Noise Brewing Co.,"Pennsylvania, United States",Belgian Blonde Ale,Not Given,6.3,Not Given,Not Given,3.5,1,0,0,0,"Brewed with American and Continental Malt, and a healthy amount of American Wheat. Spiced with chamomile tea, sweetened with organic honey, and balanced by all natural vanilla."
Day Drinker Belgian Style Blonde Ale,Lost Forty Brewing,"Arkansas, United States",Belgian Blonde Ale,46,4.8,84,23741,3.69,11,23,0,15,None
Froajn Ieperlink,Brouwerij Adriaensen,Belgium,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
House Beer,First Mile Brewing Company,"Maine, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,3.25,0,1,0,0,None
Goldmember: Bong & A Blintz Dry-Hopped Belgian Golden Ale,38-75 Brewing,"Delaware, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,0.0,0,0,0,0,None
How to cut a mango blonde ale,Caboose Brewing Co.,"Virginia, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,3.87,1,0,0,0,None
Attention Required!,Cloudflare,Not Given,Not Given,Not Given,0.0,Not Given,Not Given,0.0,0,0,0,0,Not Given
Give Me Three Steps,Scout & Scholar Brewing,"Kentucky, United States",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.73,1,2,0,0,This Blonde Pours A Deep Golden Color. Medium Bodied. Orange Zest And A Hint Of Bubblegum Derived From The Yeast Take Over The Aroma. The Use Of Aromatic Malt Give This Beer A Nice Malty/Sweet Backbone. The Finish Balances The Spice (Black Pepper) From The Yeast With The Earthiness Of The Noble Hops Used.
Innovative Agitator,Oozlefinch Beers & Blending,"Virginia, United States",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,4.06,0,1,0,0,None
BijenBlond,De Heidebrouwerij,Netherlands,Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.39,2,0,0,0,None
Brasserie de Noir Dry Hopped Beer,Brasserie Meteor,France,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.16,2,0,0,0,None
Monastere Blond,Brasserie Goudale Arques,France,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,2.45,1,0,0,0,None
Branch Street Blonde,Knox Joseph Distillery at the OTR StillHouse,"Ohio, United States",Belgian Blonde Ale,Not Given,8.2,Not Given,Not Given,0.0,0,0,0,0,None
Golden Hour,Moustache Brewing Co.,"New York, United States",Belgian Blonde Ale,Not Given,5.4,Not Given,Not Given,4.01,0,1,0,0,None
Nomad,Real Ale Brewing Company,"Texas, United States",Belgian Blonde Ale,23,7.0,87,16418,3.9,8,26,2,10,None
Belgian Cherry Wheat,Mount Gretna Craft Brewery,"Pennsylvania, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,2.38,0,1,0,0,None
Yodeler In The Valley,Black Monk Brewery,"Pennsylvania, United States",Belgian Blonde Ale,Not Given,9.0,Not Given,Not Given,3.95,1,0,0,0, None
Tin! Tin! Citra Blonde,Boatrocker Brewing Company,Australia,Belgian Blonde Ale,Not Given,4.2,Not Given,Not Given,3.77,1,0,0,0,Updated name to reflect the correct version being reviewed
Les 3 Loups Blonde,Brasserie Les 3 Loups,France,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.44,1,0,0,0,None
Monastère Blond,United Dutch Breweries B.V.,Netherlands,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.26,1,3,0,0,None
Monastery Sunshine,Powers Farm & Brewery,"Virginia, United States",Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,3.92,0,1,0,0,None
Hot Blonde,Pour Brothers Brewery,"Texas, United States",Belgian Blonde Ale,Not Given,5.1,Not Given,Not Given,3.5,0,1,0,0,Patty B finished over apricot and habanero.
Single Fin,Kane Brewing Company,"New Jersey, United States",Belgian Blonde Ale,30,5.4,86,20459,3.81,21,127,1,20,None
Klophop - Blond,vandeStreek Bier,Netherlands,Belgian Blonde Ale,Not Given,5.3,Not Given,Not Given,0.0,0,0,0,0,None
3 Cordilleras Mona,3 Cordilleras,Colombia,Belgian Blonde Ale,Not Given,3.9,Not Given,Not Given,3.75,0,1,0,0,None
Sun Courser,Koi Pond Brewing Co,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,0.0,0,0,0,0,None
Hot pHuzz,Upland Brewing Company,"Indiana, United States",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,0.0,0,0,0,0,None
Hot Mess,Emmett's Brewing Company,"Illinois, United States",Belgian Blonde Ale,Not Given,7.2,Not Given,Not Given,4.0,1,0,0,0,None
Monk's Brother,Incendiary Brewing Company,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.7,Not Given,Not Given,3.83,0,1,0,0,None
Brewed Awakening,Blue Point Brewing Company,"New York, United States",Belgian Blonde Ale,Not Given,5.4,Not Given,Not Given,3.66,2,4,0,0,None
Roller Girl,Gizmo Brew Works,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.3,Not Given,Not Given,4.0,1,0,0,0,None
Capitolium,Urban Roots Brewing & Smokehouse,"California, United States",Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,4.35,0,1,0,0,None
Blond,Brouwerij West,"California, United States",Belgian Blonde Ale,65,5.5,81,27436,3.48,14,16,1,2,None
Fields of Froth,Subversive Malting & Brewing,"New York, United States",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.79,0,2,0,0,None
Holographic Heart,Good Word Brewing & Public House,"Georgia, United States",Belgian Blonde Ale,Not Given,4.2,Not Given,Not Given,4.0,0,1,0,0,None
Norma Jean,Zero Gravity Craft Brewery,"Vermont, United States",Belgian Blonde Ale,Not Given,6.6,Not Given,Not Given,0.0,0,0,0,0,None
Bix Don't Kill My Vibe,Side Lot Brewery,"Illinois, United States",Belgian Blonde Ale,Not Given,9.5,Not Given,Not Given,2.99,0,1,0,0, None
Lil Nugget,Front Porch Brewing,"Connecticut, United States",Belgian Blonde Ale,Not Given,4.2,Not Given,Not Given,3.23,1,0,0,0,None
Alaus Laiškai DDH Belgian Blonde Ale,Volfas Engelman,Lithuania,Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,4.0,0,1,0,0,None
Conde Blonde Cannavial'e,Cerveja Independente Musa,Portugal,Belgian Blonde Ale,Not Given,4.5,Not Given,Not Given,3.04,0,1,0,0,None
Blondie,Brouwerij 't IJ,Netherlands,Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,3.56,1,3,0,0,None
Carpist,Brouwerij Maenhout,Belgium,Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,0.0,0,0,0,0,None
Spinner Berry Ale,Soaring Wings Vineyard,"Nebraska, United States",Belgian Blonde Ale,Not Given,4.8,Not Given,Not Given,4.12,0,1,0,0,None
Daas Organic Blond,Brasserie De Brunehaut,Belgium,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.54,1,0,0,0,None
Blue Metal Spirit,Brasserie Rouget De Lisle,France,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Time Map,Public House 28 Brewery,"New Mexico, United States",Belgian Blonde Ale,Not Given,10.0,Not Given,Not Given,4.06,0,1,0,0,None
Gulpener Oertarwe Blond,Gulpener Bierbrouwerij B.V.,Netherlands,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.78,1,0,0,0,None
Dors Blond,Swinkels Family Brewers,Netherlands,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.27,0,1,0,0,None
La Bête,Micro Brasserie La Bête à Biere,France,Belgian Blonde Ale,Not Given,8.0,Not Given,Not Given,3.75,0,1,0,0,None
Kasteel Nitro Blond - Belgian Ale,Brouwerij Van Honsebrouck N.V.,Belgium,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,3.77,3,4,0,0,None
Triomf,Brasserie Dupont sprl,Belgium,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,2.81,1,0,0,0,None
Nano Sector Punch,Mankato Brewery,"Minnesota, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,0.0,0,0,0,0,None
Limberlost Blonde - 2021,Sawdust City Brewing Co.,"Ontario, Canada",Belgian Blonde Ale,Not Given,7.2,Not Given,Not Given,3.49,1,0,0,0,None
Cabaret,The Brewery of St Mars of the Desert,"England, United Kingdom",Belgian Blonde Ale,Not Given,4.8,Not Given,Not Given,3.22,0,2,0,0,None
Altered Schedule,Legacy Ale Works,"Florida, United States",Belgian Blonde Ale,Not Given,7.8,Not Given,Not Given,0.0,0,0,0,0,None
Raspberry Pulpit,Laughing Monk Brewing,"California, United States",Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,4.22,1,1,0,0,None
Sail,Crooked Run Fermentation,"Virginia, United States",Belgian Blonde Ale,Not Given,5.0,Not Given,Not Given,3.43,0,1,0,0,None
Belgian Cream Soda,Long Timber Brewing,"Oregon, United States",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,0.0,0,0,0,0,None
Allerton Ale,Allerton Brewing Company,"Iowa, United States",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.72,1,0,0,0,None
Karol Jan Blonde,Alivaria Pivzavod,Belarus,Belgian Blonde Ale,Not Given,5.9,Not Given,Not Given,3.25,0,1,0,0,None
Rince Cochon,Difcom,France,Belgian Blonde Ale,49,8.5,83,25683,3.66,80,201,12,56,None
Apricot Belgian Blonde,Peg Leg Brewing,"Nebraska, United States",Belgian Blonde Ale,Not Given,5.9,Not Given,Not Given,3.56,1,1,0,0,None
Maximum Risk,Immigrant Son Brewery,"Ohio, United States",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.6,0,1,0,0,None
Kapittel Blond,Leroy Breweries,Belgium,Belgian Blonde Ale,54,6.5,82,26726,3.6,79,48,2,5,None
La Gauloise Blonde,Brasserie Du Bocq,Belgium,Belgian Blonde Ale,56,6.3,82,26881,3.57,32,32,3,4,None
White Ale - Valencia Orange And Coriander,Castle Island Brewing Co.,"Massachusetts, United States",Belgian Blonde Ale,33,5.4,87,17923,3.85,2,8,0,2,None
Kruikje Blond,Stadsbrouwerij 013,Netherlands,Belgian Blonde Ale,Not Given,6.5,Not Given,Not Given,0.0,0,0,0,0,None
Belgian Gold,Stockyards Brewing Co.,"Missouri, United States",Belgian Blonde Ale,Not Given,5.25,Not Given,Not Given,0.0,0,0,0,0,None
Portland Ale,Cascade Brewing / Raccoon Lodge & Brewpub,"Oregon, United States",Belgian Blonde Ale,76,4.9,77,29222,3.19,7,19,0,0,Our Blond Ale is brewed with flavorful German Pilsner malt and Northern Brewer hops resulting in a balanced and approachable craft beer.19 IBU
Belgian Golden,Strawberry Alley Ale Works,"Tennessee, United States",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.31,0,1,0,0,None
Gappie van de Appie,Brouwerij De Eeuwige Jeugd,Netherlands,Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.52,0,1,0,0,None
Silent Night In A New York City Courtyard,Evil Twin Brewing NYC,"New York, United States",Belgian Blonde Ale,Not Given,12.0,Not Given,Not Given,4.18,0,3,0,0,None
Sunny Monkey,Victory Brewing Company - Downingtown,"Pennsylvania, United States",Belgian Blonde Ale,Not Given,4.5,Not Given,Not Given,3.39,0,3,0,0,None
Daisy,Conner Fields Brewing,"Oregon, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,0.0,0,0,0,0,None
Everything Nice,Brewery Ommegang,"New York, United States",Belgian Blonde Ale,6,9.0,90,10426,4.03,32,24,0,6,"Lightly dusted with spices of the season, Everything Nice is a warming, wintry Belgian-style blonde ale. Note the flavors of cinnamon, ginger, nutmeg, cloves, and white pepper as you sip next to the fireplace."
Kalypso's Island,Alewerks Brewing Company,"Virginia, United States",Belgian Blonde Ale,Not Given,9.3,Not Given,Not Given,3.77,3,5,0,1,None
Belgian Space Continuum,Rocket Republic Brewing Company,"Alabama, United States",Belgian Blonde Ale,Not Given,5.4,Not Given,Not Given,0.0,0,0,0,0,None
More Good News,Five Dimes Brewery,"New Jersey, United States",Belgian Blonde Ale,Not Given,9.0,Not Given,Not Given,4.25,0,1,0,0,None
Hops Meet Friends Umami,Fort Lapin,Belgium,Belgian Blonde Ale,Not Given,6.0,Not Given,Not Given,3.13,0,1,0,0,None
Oslove,Oslo Brewing Co.,Norway,Belgian Blonde Ale,Not Given,4.7,Not Given,Not Given,3.91,1,3,0,1,"Light, refreshing blonde ale with passion fruit pureé & essence of fresh fruit."
Fluffy White Rabbits,The Brewery of St Mars of the Desert,"England, United Kingdom",Belgian Blonde Ale,Not Given,6.2,Not Given,Not Given,3.88,1,1,0,0,None
EZ-PZ Blonde,Hayesville Brewing Company,"North Carolina, United States",Belgian Blonde Ale,Not Given,5.2,Not Given,Not Given,3.76,2,0,0,0,None
Critical Mass,Evil Horse Brewing Company,"Illinois, United States",Belgian Blonde Ale,Not Given,6.8,Not Given,Not Given,3.55,0,1,0,0,None
Belgian Blond,Blackfoot River Brewing Company,"Montana, United States",Belgian Blonde Ale,Not Given,6.9,Not Given,Not Given,0.0,0,0,0,0,None
Jour De Fête,Vleesmeester Brewery,Belgium,Belgian Blonde Ale,Not Given,4.0,Not Given,Not Given,0.0,0,0,0,0,None
BMBC,Bays Mountain Brewing Company,"Tennessee, United States",Belgian Blonde Ale,Not Given,7.2,Not Given,Not Given,0.0,0,0,0,0,None
Oscar Blond,Brouwerij Eutropius,Belgium,Belgian Blonde Ale,Not Given,6.6,Not Given,Not Given,3.92,3,5,1,0,"Years before the startup of the brewery the brewers of Eutropius started their own home brewery. The brand 'Oscar', first a beer with no name, was the first beer that was succesfull. In competitions between friends who also brewed at home Oscar was mostly considered the best beer."
Blurry Eyed Blonde,San Gabriel River Brewing Company,"Texas, United States",Belgian Blonde Ale,Not Given,6.3,Not Given,Not Given,3.63,1,0,0,0,"Our Belgian Blonde Ale, that has a fruity front taste and slightly malty back end with no bitterness. 8.4 IBU"
Blood Orange Blonde,Cooper River Brewing Co.,"South Carolina, United States",Belgian Blonde Ale,Not Given,4.2,Not Given,Not Given,3.21,1,1,0,0,None
This Too Shall Come Topaz,Octonia Stone Brew Works,"Virginia, United States",Belgian Blonde Ale,Not Given,7.3,Not Given,Not Given,2.0,0,1,0,0,None
Classy Chassis,Bankhead Brewing Co,"Texas, United States",Belgian Blonde Ale,Not Given,6.8,Not Given,Not Given,0.0,0,0,0,0,None
On My Way,Peticolas Brewing Company,"Texas, United States",Belgian Blonde Ale,Not Given,5.5,Not Given,Not Given,3.79,1,0,0,0,Pilsen malts provide a light gentle grainy sweetness enhanced by the fruity and spicy characteristics of Trappist yeast and herbal hops.
Hill 70,4 Degrees Brewing Company,"Ontario, Canada",Belgian Blonde Ale,Not Given,7.0,Not Given,Not Given,3.62,0,2,0,0,"On August 15, 1917, the Canadian attack to capture Hill 70 opened with a massive artillery barrage. German troops counter-attacked no less than 21 times over ten days. Each time they met a wall of Canadian bullets and shells. The Germans did not abandon the ruins of Lens, France. Canadian efforts kept large German forces pinned down in defence of the town of Lens. When the major fighting came to an end around August 15, 1917 Canadian losses numbered 10,000 men but the Germans were dislodged and the city of Lens was in Allied hands. Unfortunately, the Battle of Hill 70 is one of Canada’s forgotten battles. Our Hill 70 beer is dry and crisp with notes of apple, pears, banana, cloves and spice. A complex fruity background with a clean finish."
Abbaye De Forest,Brasserie de Silly S.A.,Belgium,Belgian Blonde Ale,63,6.5,81,27318,3.52,21,22,1,6,"A subtly perfumed aroma precedes a slightly bitter taste. The Abbaye de Forest tickles the taste buds with fruity impressions of raisins that culminate in a pleasantly zesty, bitter finish."
Hammer Time,Insight Brewing,"Minnesota, United States",Belgian Blonde Ale,Not Given,5.8,Not Given,Not Given,0.0,0,0,0,0,None
Knees In the Breeze,Iron Furnace Brewing,"New Hampshire, United States",Belgian Blonde Ale,Not Given,5.4,Not Given,Not Given,4.0,1,0,0,0,None
